Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
29,2,5,68,58,126
7,2,5,16,14,30
11,2,5,26,22,48
1,2,5,2,2,4
27,2,5,76,54,130
18,2,5,42,36,78
16,7,9,29,112,141
9,7,9,16,63,79
22,7,9,30,154,184
17,7,9,0,119,119
12,7,9,16,84,100
28,7,9,3,196,199
13,7,9,24,91,115
10,7,9,6,70,76
13,7,9,24,91,115
12,3,8,48,36,84
29,8,22,393,232,625
8,8,22,73,64,137
9,8,22,98,72,170
5,8,22,66,40,106
4,8,22,45,32,77
1,8,22,10,8,18
9,8,22,124,72,196
30,8,22,413,240,653
28,9,24,279,252,531
11,9,24,154,99,253
27,13,35,471,351,822
6,13,35,105,78,183
1,13,35,17,13,30
20,13,35,426,260,686
5,13,35,107,65,172
27,13,35,585,351,936
27,13,35,556,351,907
5,13,35,108,65,173
3,13,35,47,39,86
19,13,35,391,247,638
12,13,35,205,156,361
3,13,35,59,39,98
16,13,35,330,208,538
28,13,35,489,364,853
7,21,55,234,147,381
12,21,55,395,252,647
15,21,55,403,315,718
16,38,50,136,608,744
7,42,54,69,294,363
10,38,50,115,380,495
1,38,50,12,38,50
26,42,54,284,1092,1376
1,38,50,5,38,43
13,38,50,52,494,546
11,38,50,121,418,539
1,1252,2295,997,1252,2249
1,1252,2295,997,1252,2249
1,1266,2320,1008,1266,2274
1,1266,2320,961,1266,2227
1,1252,2295,745,1252,1997
1,1266,2320,544,1266,1810
1,1266,2320,1008,1266,2274
1,1252,2295,997,1252,2249
1,420,769,334,420,754
1,295,540,240,295,535
1,1266,2320,961,1266,2227
1,1266,2320,799,1266,2065
1,420,769,211,420,631
1,420,769,211,420,631
1,2171,3578,1335,2171,3506
1,1555,2443,790,1555,2345
1,1555,2443,790,1555,2345
1,1555,2443,375,1555,1930
1,1519,2443,411,1519,1930
1,2171,3578,620,2171,2791
1,1555,2443,497,1555,2052
1,1555,2443,570,1555,2125
1,344,540,174,344,518
1,344,540,99,344,443
1,2171,3578,1335,2171,3506
22,26,70,937,572,1509
12,26,70,511,312,823
28,26,70,1193,728,1921
5,26,70,213,130,343
9,26,70,383,234,617
2,26,70,59,52,111
25,26,70,785,650,1435
15,3,9,85,45,130
9,3,9,53,27,80
26,3,9,154,78,232
21,1,2,20,21,41
16,2,5,34,32,66
15,2,5,32,30,62
6,1,4,17,6,23
23,1,4,65,23,88
23,1,4,65,23,88
6,2,5,13,12,25
7,1,2,5,7,12
18,1,2,13,18,31
20,13,35,433,260,693
23,13,35,498,299,797
17,1,2,16,17,33
8,1,2,8,8,16
11,1,4,33,11,44
20,1,4,59,20,79
29,1,2,21,29,50
18,1,2,17,18,35
29,1,2,28,29,57
15,1,2,14,15,29
29,2,5,55,58,113
10,2,5,19,20,39
30,2,5,57,60,117
26,2,5,55,52,107
23,2,5,48,46,94
6,1,2,6,6,12
1,1,4,2,1,3
16,1,4,36,16,52
13,2,5,38,26,64
27,1,2,16,27,43
7,1,2,4,7,11
19,1,2,12,19,31
10,9,25,150,90,240
6,1,4,16,6,22
14,1,4,38,14,52
6,2,5,14,12,26
1,1,4,2,1,3
30,1,4,68,30,98
14,8,21,176,112,288
4,9,25,62,36,98
10,2,5,29,20,49
26,2,5,75,52,127
5,2,5,15,10,25
1,1482,2384,592,1482,2074
1,461,742,251,461,712
1,461,742,251,461,712
1,1482,2384,807,1482,2289
1,1482,2384,807,1482,2289
1,755,1215,448,755,1203
1,461,742,229,461,690
1,1482,2384,854,1482,2336
1,1482,2384,592,1482,2074
3,24,64,112,72,184
17,45,120,1234,765,1999
16,45,120,950,720,1670
10,45,120,666,450,1116
4,59,159,317,236,553
4,59,159,394,236,630
16,2,5,31,32,63
1,3,9,4,3,7
6,3,9,26,18,44
14,2,5,41,28,69
4,2,5,12,8,20
22,4,10,130,88,218
16,4,10,94,64,158
21,2,5,59,42,101
5,2,5,14,10,24
4,2,5,11,8,19
15,2,5,42,30,72
19,2,5,55,38,93
25,2,5,73,50,123
18,3,9,105,54,159
24,3,9,140,72,212
14,2,5,41,28,69
8,2,5,23,16,39
27,2,5,78,54,132
11,2,5,32,22,54
30,2,5,57,60,117
21,2,5,40,42,82
23,2,5,54,46,100
17,2,5,40,34,74
11,2,5,32,22,54
22,2,5,65,44,109
16,3,9,90,48,138
16,3,9,90,48,138
5,2,5,14,10,24
4,2,5,11,8,19
14,3,9,64,42,106
24,3,9,109,72,181
9,7,9,17,63,80
7,7,9,11,49,60
21,7,9,40,147,187
21,7,9,40,147,187
13,7,9,21,91,112
6,7,9,11,42,53
18,7,9,33,126,159
28,7,9,3,196,199
10,7,9,19,70,89
18,7,9,18,126,144
17,3,8,66,51,117
6,8,22,83,48,131
2,8,22,27,16,43
3,9,24,44,27,71
7,9,24,78,63,141
21,9,24,204,189,393
28,9,24,407,252,659
26,9,24,309,234,543
15,13,35,246,195,441
10,13,35,213,130,343
12,13,35,209,156,365
15,13,35,257,195,452
26,13,35,563,338,901
14,13,35,288,182,470
12,13,35,172,156,328
16,13,35,279,208,487
17,13,35,362,221,583
30,13,35,639,390,1029
9,13,35,192,117,309
20,13,35,286,260,546
4,13,35,70,52,122
12,13,35,256,156,412
27,13,35,575,351,926
7,13,35,149,91,240
24,13,35,511,312,823
26,13,35,536,338,874
16,13,35,251,208,459
20,13,35,391,260,651
27,13,35,490,351,841
3,13,35,62,39,101
4,13,35,82,52,134
19,21,55,625,399,1024
10,38,50,100,380,480
30,38,50,345,1140,1485
22,38,50,220,836,1056
29,38,50,87,1102,1189
6,42,54,69,252,321
5,42,54,3,210,213
10,38,50,110,380,490
7,38,50,77,266,343
11,38,50,110,418,528
12,38,50,132,456,588
1,1252,2295,951,1252,2203
1,1252,2295,561,1252,1813
1,1266,2320,1031,1266,2297
1,1266,2320,961,1266,2227
1,1266,2320,1031,1266,2297
1,308,565,184,308,492
1,295,540,126,295,421
1,1252,2295,882,1252,2134
1,1252,2295,997,1252,2249
1,487,783,280,487,767
1,344,540,185,344,529
1,1555,2443,790,1555,2345
1,1083,1701,584,1083,1667
1,344,540,120,344,464
1,2171,3578,763,2171,2934
1,713,1120,385,713,1098
1,1555,2443,375,1555,1930
1,344,540,126,344,470
1,713,1120,172,713,885
1,713,1120,396,713,1109
1,713,1120,362,713,1075
1,713,1120,362,713,1075
30,26,70,1299,780,2079
18,26,70,779,468,1247
21,26,70,895,546,1441
30,26,70,858,780,1638
9,3,9,52,27,79
17,8,21,214,136,350
15,8,21,189,120,309
13,1,2,7,13,20
5,1,2,3,5,8
6,1,2,4,6,10
16,13,35,341,208,549
10,13,35,213,130,343
30,13,35,639,390,1029
28,2,5,66,56,122
7,2,5,16,14,30
19,2,5,37,38,75
6,13,35,128,78,206
7,13,35,149,91,240
23,13,35,401,299,700
23,13,35,401,299,700
25,11,29,356,275,631
2,1,2,2,2,4
3,2,5,6,6,12
21,2,5,48,42,90
6,1,2,4,6,10
1,1,2,1,1,2
27,1,2,17,27,44
14,1,2,13,14,27
28,1,2,26,28,54
17,1,2,10,17,27
24,1,2,14,24,38
5,11,30,76,55,131
10,11,30,151,110,261
15,11,30,227,165,392
15,11,30,276,165,441
12,11,30,221,132,353
23,1,2,23,23,46
16,1,2,16,16,32
11,1,4,31,11,42
10,1,4,28,10,38
28,2,5,83,56,139
19,2,5,56,38,94
22,8,21,203,176,379
15,8,21,138,120,258
9,2,5,24,18,42
29,1,4,66,29,95
1,2,5,2,2,4
1,2,5,2,2,4
15,2,5,35,30,65
14,1,2,10,14,24
1,1,2,1,1,2
11,1,4,32,11,43
20,1,4,58,20,78
10,1,4,29,10,39
20,1,2,14,20,34
17,1,2,12,17,29
29,1,2,21,29,50
27,2,5,78,54,132
19,1,2,19,19,38
27,1,2,26,27,53
24,1,4,68,24,92
18,1,4,51,18,69
1,1482,2384,401,1482,1883
1,461,742,147,461,608
1,1482,2384,521,1482,2003
1,461,742,251,461,712
1,1482,2384,473,1482,1955
1,1482,2384,854,1482,2336
1,1482,2384,854,1482,2336
1,1482,2384,640,1482,2122
1,1482,2384,854,1482,2336
1,1482,2384,592,1482,2074
1,755,1215,411,755,1166
2,24,64,77,48,125
16,24,64,630,384,1014
5,45,120,369,225,594
4,45,120,290,180,470
10,3,9,56,30,86
29,3,9,164,87,251
24,4,10,127,96,223
18,4,10,95,72,167
20,3,9,88,60,148
10,3,9,44,30,74
8,4,10,30,32,62
13,2,5,38,26,64
1,2,5,3,2,5
4,2,5,12,8,20
23,4,10,106,92,198
30,4,10,138,120,258
16,2,5,46,32,78
14,2,5,41,28,69
21,2,5,62,42,104
21,2,5,62,42,104
21,4,10,80,84,164
14,4,10,53,56,109
5,4,10,27,20,47
16,4,10,85,64,149
1,4,10,4,4,8
2,4,10,9,8,17
30,2,5,87,60,147
11,2,5,32,22,54
28,2,5,83,56,139
14,2,5,41,28,69
23,4,10,108,92,200
10,2,5,28,20,48
13,2,5,36,26,62
9,2,5,27,18,45
7,2,5,21,14,35
25,2,5,73,50,123
26,2,5,75,52,127
25,7,9,46,175,221
16,7,9,29,112,141
28,7,9,23,196,219
15,7,9,21,105,126
27,7,9,8,189,197
16,7,9,13,112,125
23,7,9,0,161,161
19,7,9,26,133,159
2,7,9,4,14,18
12,7,9,0,84,84
15,8,22,203,120,323
10,8,22,136,80,216
26,8,22,238,208,446
9,8,22,124,72,196
14,8,22,131,112,243
5,8,22,56,40,96
8,9,24,93,72,165
27,9,24,360,243,603
7,9,24,98,63,161
9,9,24,131,81,212
27,9,24,321,243,564
7,9,24,103,63,166
9,13,35,157,117,274
24,13,35,469,312,781
19,13,35,298,247,545
1,13,35,22,13,35
12,13,35,260,156,416
13,13,35,204,169,373
20,13,35,293,260,553
23,13,35,401,299,700
2,13,35,43,26,69
30,13,35,639,390,1029
18,13,35,390,234,624
18,13,35,383,234,617
10,13,35,213,130,343
8,13,35,140,104,244
1,13,35,20,13,33
22,13,35,453,286,739
24,13,35,494,312,806
24,13,35,520,312,832
14,13,35,298,182,480
4,13,35,85,52,137
22,13,35,315,286,601
15,13,35,236,195,431
30,13,35,587,390,977
13,13,35,222,169,391
15,21,55,337,315,652
17,21,55,428,357,785
8,38,50,80,304,384
5,42,54,25,210,235
17,42,54,195,714,909
30,42,54,344,1260,1604
6,38,50,69,228,297
1,1252,2295,882,1252,2134
1,1252,2295,561,1252,1813
1,1266,2320,752,1266,2018
1,1252,2295,997,1252,2249
1,420,769,334,420,754
1,1266,2320,636,1266,1902
1,420,769,318,420,738
1,308,565,251,308,559
1,1266,2320,752,1266,2018
1,1252,2295,630,1252,1882
1,295,540,234,295,529
1,1266,2320,892,1266,2158
1,1898,3375,735,1898,2633
1,1252,2295,997,1252,2249
1,2171,3578,1157,2171,3328
1,2171,3578,1264,2171,3435
1,487,783,124,487,611
1,2171,3578,1264,2171,3435
1,1555,2443,839,1555,2394
1,2171,3578,942,2171,3113
1,487,783,155,487,642
1,2171,3578,835,2171,3006
1,487,783,265,487,752
1,713,1120,261,713,974
1,487,783,194,487,681
1,487,783,194,487,681
1,344,540,110,344,454
1,2171,3578,906,2171,3077
25,26,70,1065,650,1715
29,26,70,1256,754,2010
11,3,9,59,33,92
27,3,9,157,81,238
23,3,9,101,69,170
4,2,5,9,8,17
12,2,5,28,24,52
21,9,25,268,189,457
7,9,25,89,63,152
11,9,25,140,99,239
29,1,2,16,29,45
3,1,2,2,3,5
16,2,5,42,32,74
1,1,2,1,1,2
19,1,2,14,19,33
15,1,2,11,15,26
11,2,5,32,22,54
13,2,5,38,26,64
11,1,2,11,11,22
5,1,2,5,5,10
1,2,5,3,2,5
4,2,5,12,8,20
9,2,5,26,18,44
9,2,5,21,18,39
4,2,5,9,8,17
9,9,25,142,81,223
20,1,2,12,20,32
17,1,2,10,17,27
29,1,2,21,29,50
13,2,5,38,26,64
20,11,30,368,220,588
24,11,30,442,264,706
25,1,4,71,25,96
22,1,4,62,22,84
23,1,2,20,23,43
4,1,2,3,4,7
6,1,4,16,6,22
24,1,4,65,24,89
4,1,4,11,4,15
18,1,2,17,18,35
21,1,2,19,21,40
21,2,5,44,42,86
23,11,29,367,253,620
5,1,2,3,5,8
27,1,2,15,27,42
14,1,2,8,14,22
24,1,2,13,24,37
7,1,2,4,7,11
4,11,30,50,44,94
12,11,30,149,132,281
4,1,2,3,4,7
15,1,2,10,15,25
27,1,2,18,27,45
15,1,2,11,15,26
3,1,2,2,3,5
19,2,5,55,38,93
14,2,5,41,28,69
16,2,5,46,32,78
22,1,4,64,22,86
2,1,4,6,2,8
30,2,5,57,60,117
30,2,5,57,60,117
4,2,5,12,8,20
20,2,5,59,40,99
11,1,4,32,11,43
1,1482,2384,592,1482,2074
1,755,1215,411,755,1166
1,755,1215,411,755,1166
1,1482,2384,807,1482,2289
1,1482,2384,473,1482,1955
1,1482,2384,878,1482,2360
1,755,1215,193,755,948
1,755,1215,436,755,1191
1,755,1215,241,755,996
1,755,1215,436,755,1191
25,24,64,936,600,1536
16,24,64,620,384,1004
12,24,64,380,288,668
2,45,120,140,90,230
13,45,120,944,585,1529
16,4,10,74,64,138
22,2,5,43,44,87
13,2,5,38,26,64
19,2,5,56,38,94
18,4,10,106,72,178
11,2,5,32,22,54
7,2,5,20,14,34
7,2,5,20,14,34
15,2,5,44,30,74
14,2,5,41,28,69
14,2,5,33,28,61
14,2,5,39,28,67
17,2,5,48,34,82
15,2,5,42,30,72
18,2,5,50,36,86
7,2,5,20,14,34
3,2,5,9,6,15
3,2,5,9,6,15
3,2,5,9,6,15
24,2,5,70,48,118
4,7,9,8,28,36
24,7,9,39,168,207
27,7,9,52,189,241
11,8,22,101,88,189
16,8,22,178,128,306
10,8,22,138,80,218
3,8,22,41,24,65
1,8,22,13,8,21
27,9,24,399,243,642
18,9,24,261,162,423
7,9,24,103,63,166
23,9,24,334,207,541
17,9,24,198,153,351
14,9,24,163,126,289
4,13,35,85,52,137
11,13,35,157,143,300
1,13,35,21,13,34
20,13,35,328,260,588
24,13,35,343,312,655
17,13,35,243,221,464
18,13,35,390,234,624
21,13,35,455,273,728
13,13,35,222,169,391
17,13,35,368,221,589
30,13,35,618,390,1008
6,13,35,88,78,166
25,13,35,428,325,753
29,13,35,455,377,832
7,13,35,122,91,213
22,13,35,469,286,755
4,13,35,85,52,137
20,13,35,412,260,672
1,13,35,21,13,34
14,13,35,244,182,426
12,13,35,188,156,344
20,13,35,314,260,574
2,13,35,34,26,60
23,13,35,490,299,789
21,13,35,300,273,573
8,42,54,87,336,423
8,42,54,87,336,423
4,38,50,4,152,156
18,38,50,198,684,882
27,42,54,62,1134,1196
17,38,50,170,646,816
1,1912,3400,1046,1912,2958
1,1266,2320,497,1266,1763
1,1252,2295,951,1252,2203
1,1266,2320,544,1266,1810
1,1266,2320,729,1266,1995
1,1252,2295,561,1252,1813
1,420,769,334,420,754
1,420,769,334,420,754
1,1266,2320,1031,1266,2297
1,295,540,240,295,535
1,308,565,234,308,542
1,1083,1701,550,1083,1633
1,2171,3578,1371,2171,3542
1,487,783,124,487,611
1,1083,1701,244,1083,1327
1,713,1120,250,713,963
1,713,1120,205,713,918
1,1083,1701,312,1083,1395
1,344,540,174,344,518
1,344,540,174,344,518
1,713,1120,329,713,1042
1,344,540,174,344,518
1,487,783,171,487,658
1,1555,2443,864,1555,2419
1,344,540,174,344,518
16,26,70,682,416,1098
28,3,9,135,84,219
26,1,2,25,26,51
13,1,2,12,13,25
6,1,2,6,6,12
25,1,2,25,25,50
22,1,2,16,22,38
7,1,2,5,7,12
27,1,2,19,27,46
29,1,2,21,29,50
30,1,2,22,30,52
9,1,2,5,9,14
22,1,2,11,22,33
15,1,2,8,15,23
22,1,2,16,22,38
15,1,2,11,15,26
24,2,5,71,48,119
17,2,5,50,34,84
4,2,5,12,8,20
18,11,29,256,198,454
11,11,29,157,121,278
1,2,5,2,2,4
1,2,5,2,2,4
8,2,5,19,16,35
7,1,2,5,7,12
8,2,5,23,16,39
14,2,5,41,28,69
28,2,5,83,56,139
20,1,4,50,20,70
21,1,2,14,21,35
30,12,33,620,360,980
19,2,5,55,38,93
3,2,5,9,6,15
10,8,21,101,80,181
22,1,2,16,22,38
25,1,2,23,25,48
4,1,2,4,4,8
4,13,35,59,52,111
24,1,2,18,24,42
16,1,2,12,16,28
21,2,5,44,42,86
19,2,5,40,38,78
17,1,2,12,17,29
13,1,2,9,13,22
8,1,2,5,8,13
18,2,5,52,36,88
8,2,5,23,16,39
30,1,4,68,30,98
5,1,4,12,5,17
16,12,33,299,192,491
26,12,33,486,312,798
14,1,2,13,14,27
27,1,2,25,27,52
27,1,2,25,27,52
9,2,5,17,18,35
15,2,5,44,30,74
9,1,2,5,9,14
13,1,2,8,13,21
20,2,5,44,40,84
4,1,2,2,4,6
1,1482,2384,592,1482,2074
1,461,742,147,461,608
1,1482,2384,807,1482,2289
1,1482,2384,854,1482,2336
1,755,1215,436,755,1191
1,1482,2384,378,1482,1860
1,461,742,266,461,727
1,461,742,266,461,727
28,24,64,1102,672,1774
6,45,120,436,270,706
17,3,9,100,51,151
27,2,5,49,54,103
1,2,5,2,2,4
29,3,9,169,87,256
11,2,5,26,22,48
13,2,5,31,26,57
29,2,5,68,58,126
2,2,5,5,4,9
15,2,5,44,30,74
12,2,5,35,24,59
8,2,5,22,16,38
30,2,5,84,60,144
29,2,5,55,58,113
23,2,5,44,46,90
24,3,9,135,72,207
12,3,9,57,36,93
15,3,9,71,45,116
25,2,5,59,50,109
15,2,5,35,30,65
12,2,5,35,24,59
6,2,5,17,12,29
13,2,5,31,26,57
13,2,5,31,26,57
7,3,9,28,21,49
12,3,9,58,36,94
20,3,9,97,60,157
6,3,9,29,18,47
28,3,9,135,84,219
27,7,9,20,189,209
16,7,9,22,112,134
28,7,9,1,196,197
15,7,9,25,105,130
19,7,9,16,133,149
20,7,9,38,140,178
28,7,9,46,196,242
28,3,8,93,84,177
14,3,8,50,42,92
4,3,8,15,12,27
3,3,8,15,9,24
26,3,8,103,78,181
29,3,8,94,87,181
16,3,8,52,48,100
22,8,22,298,176,474
26,8,22,353,208,561
9,8,22,78,72,150
8,8,22,105,64,169
16,8,22,168,128,296
18,8,22,169,144,313
24,9,24,348,216,564
8,9,24,112,72,184
3,9,24,36,27,63
12,9,24,174,108,282
25,9,24,363,225,588
21,13,35,366,273,639
22,13,35,453,286,739
14,13,35,274,182,456
24,13,35,520,312,832
23,13,35,474,299,773
10,13,35,175,130,305
14,13,35,244,182,426
27,13,35,471,351,822
27,13,35,528,351,879
20,13,35,391,260,651
14,13,35,274,182,456
14,13,35,244,182,426
20,13,35,412,260,672
24,13,35,520,312,832
11,13,35,227,143,370
11,13,35,234,143,377
17,13,35,267,221,488
5,13,35,108,65,173
9,13,35,148,117,265
24,13,35,511,312,823
29,13,35,415,377,792
21,21,55,668,441,1109
8,21,55,180,168,348
27,21,55,591,567,1158
23,38,50,265,874,1139
21,38,50,210,798,1008
5,38,50,55,190,245
6,38,50,51,228,279
11,38,50,127,418,545
7,38,50,39,266,305
10,42,54,1,420,421
16,38,50,88,608,696
25,42,54,57,1050,1107
1,1898,3375,937,1898,2835
1,1252,2295,538,1252,1790
1,1266,2320,961,1266,2227
1,1266,2320,636,1266,1902
1,1266,2320,683,1266,1949
1,420,769,318,420,738
1,420,769,318,420,738
1,1252,2295,882,1252,2134
1,420,769,249,420,669
1,1252,2295,997,1252,2249
1,1266,2320,961,1266,2227
1,713,1120,161,713,874
1,2171,3578,1371,2171,3542
1,1555,2443,790,1555,2345
1,2171,3578,656,2171,2827
1,1555,2443,570,1555,2125
1,344,540,158,344,502
1,1083,1701,601,1083,1684
1,1083,1701,499,1083,1582
1,713,1120,138,713,851
1,713,1120,261,713,974
1,487,783,194,487,681
1,1555,2443,864,1555,2419
13,26,70,536,338,874
7,26,70,200,182,382
18,26,70,565,468,1033
22,3,9,124,66,190
17,3,9,99,51,150
14,11,29,179,154,333
21,11,29,268,231,499
29,11,29,371,319,690
18,12,33,271,216,487
12,12,33,181,144,325
24,12,33,361,288,649
20,1,2,13,20,33
12,11,29,213,132,345
29,11,29,514,319,833
17,2,5,49,34,83
17,2,5,50,34,84
20,2,5,59,40,99
9,2,5,18,18,36
19,2,5,37,38,75
12,2,5,34,24,58
9,2,5,25,18,43
17,2,5,36,34,70
6,2,5,14,12,26
20,2,5,47,40,87
9,9,25,142,81,223
11,9,25,173,99,272
20,1,4,50,20,70
7,1,4,17,7,24
22,1,2,15,22,37
18,1,2,12,18,30
16,8,21,164,128,292
22,8,21,226,176,402
28,8,21,288,224,512
21,8,21,216,168,384
11,8,21,113,88,201
22,1,4,64,22,86
28,1,4,82,28,110
4,2,5,8,8,16
23,2,5,44,46,90
1,2,5,2,2,4
12,11,30,149,132,281
4,11,30,50,44,94
18,11,30,331,198,529
3,11,30,55,33,88
13,2,5,38,26,64
7,12,33,96,84,180
6,1,2,6,6,12
30,1,2,29,30,59
26,1,2,14,26,40
14,1,2,7,14,21
11,1,2,6,11,17
5,1,2,3,5,8
3,1,2,2,3,5
1,1482,2384,592,1482,2074
1,1482,2384,592,1482,2074
1,1482,2384,592,1482,2074
1,755,1215,375,755,1130
1,461,742,147,461,608
1,755,1215,205,755,960
1,461,742,229,461,690
15,24,64,475,360,835
18,45,120,1307,810,2117
1,59,159,97,59,156
25,2,5,74,50,124
20,2,5,58,40,98
3,2,5,9,6,15
19,2,5,55,38,93
5,2,5,10,10,20
23,2,5,44,46,90
23,2,5,44,46,90
9,2,5,17,18,35
9,2,5,27,18,45
30,2,5,89,60,149
23,3,9,92,69,161
26,3,9,105,78,183
28,4,10,162,112,274
15,2,5,44,30,74
22,2,5,52,44,96
18,2,5,42,36,78
25,2,5,59,50,109
15,2,5,35,30,65
28,2,5,81,56,137
10,7,9,8,70,78
18,7,9,10,126,136
5,7,9,8,35,43
3,7,9,0,21,21
23,7,9,42,161,203
11,7,9,0,77,77
11,7,9,18,77,95
7,3,8,34,21,55
4,3,8,15,12,27
19,3,8,92,57,149
13,3,8,42,39,81
3,3,8,11,9,20
4,3,8,13,12,25
5,3,8,20,15,35
5,3,8,24,15,39
6,8,22,81,48,129
20,8,22,188,160,348
19,8,22,249,152,401
8,8,22,110,64,174
18,8,22,248,144,392
13,9,24,189,117,306
6,9,24,60,54,114
15,9,24,146,135,281
10,9,24,145,90,235
15,9,24,200,135,335
4,13,35,85,52,137
2,13,35,43,26,69
1,13,35,21,13,34
7,13,35,100,91,191
3,13,35,65,39,104
28,13,35,547,364,911
29,13,35,425,377,802
3,13,35,43,39,82
24,13,35,419,312,731
6,13,35,128,78,206
15,13,35,320,195,515
18,13,35,383,234,617
27,13,35,443,351,794
11,13,35,150,143,293
24,13,35,511,312,823
29,13,35,425,377,802
26,13,35,372,338,710
1,13,35,17,13,30
12,13,35,205,156,361
6,21,55,201,126,327
25,21,55,836,525,1361
21,21,55,529,441,970
7,38,50,77,266,343
8,38,50,80,304,384
6,38,50,18,228,246
5,38,50,58,190,248
22,38,50,88,836,924
1,42,54,11,42,53
27,42,54,62,1134,1196
1,1266,2320,1008,1266,2274
1,1266,2320,1031,1266,2297
1,420,769,334,420,754
1,1252,2295,1020,1252,2272
1,1252,2295,676,1252,1928
1,295,540,240,295,535
1,1252,2295,997,1252,2249
1,1266,2320,544,1266,1810
1,295,540,126,295,421
1,295,540,126,295,421
1,1266,2320,961,1266,2227
1,295,540,234,295,529
1,295,540,240,295,535
1,1252,2295,538,1252,1790
1,487,783,280,487,767
1,1083,1701,397,1083,1480
1,2171,3578,942,2171,3113
1,713,1120,261,713,974
1,344,540,77,344,421
1,1555,2443,497,1555,2052
1,344,540,77,344,421
1,713,1120,362,713,1075
1,487,783,132,487,619
1,2171,3578,1335,2171,3506
27,26,70,1112,702,1814
27,26,70,1150,702,1852
18,26,70,767,468,1235
2,26,70,63,52,115
12,1,2,7,12,19
10,1,2,6,10,16
28,9,25,441,252,693
22,9,25,347,198,545
25,1,2,24,25,49
4,1,2,4,4,8
14,1,2,13,14,27
7,13,35,149,91,240
15,13,35,320,195,515
7,1,4,21,7,28
12,1,4,36,12,48
7,1,4,21,7,28
5,1,2,4,5,9
21,1,2,18,21,39
23,2,5,54,46,100
28,2,5,83,56,139
7,2,5,21,14,35
26,1,2,25,26,51
24,1,2,23,24,47
1,2,5,3,2,5
1,2,5,3,2,5
13,1,2,13,13,26
18,1,2,18,18,36
30,2,5,57,60,117
21,2,5,56,42,98
12,2,5,32,24,56
6,1,2,3,6,9
15,1,2,9,15,24
11,13,35,157,143,300
16,13,35,229,208,437
6,1,2,3,6,9
24,1,2,14,24,38
4,13,35,82,52,134
20,1,4,47,20,67
18,1,4,42,18,60
15,1,2,8,15,23
26,1,2,14,26,40
4,1,2,4,4,8
22,1,2,20,22,42
15,2,5,44,30,74
3,2,5,9,6,15
13,2,5,38,26,64
14,2,5,41,28,69
5,2,5,15,10,25
9,11,30,133,99,232
8,11,30,118,88,206
30,12,33,412,360,772
9,12,33,124,108,232
14,2,5,39,28,67
3,2,5,8,6,14
21,2,5,59,42,101
29,1,4,71,29,100
1,1,4,2,1,3
15,2,5,35,30,65
24,1,2,13,24,37
23,1,2,13,23,36
4,1,4,12,4,16
18,1,4,53,18,71
9,1,4,26,9,35
18,1,2,17,18,35
18,1,2,17,18,35
2,1,2,2,2,4
8,11,29,128,88,216
27,11,29,431,297,728
23,11,29,367,253,620
21,2,5,48,42,90
14,2,5,32,28,60
21,1,4,61,21,82
7,1,4,20,7,27
1,461,742,185,461,646
1,461,742,251,461,712
1,461,742,229,461,690
1,755,1215,241,755,996
1,24,64,26,24,50
5,45,120,363,225,588
14,2,5,34,28,62
25,2,5,73,50,123
15,2,5,44,30,74
30,2,5,57,60,117
1,2,5,3,2,5
6,2,5,18,12,30
28,2,5,64,56,120
28,2,5,81,56,137
24,2,5,70,48,118
13,2,5,38,26,64
24,2,5,70,48,118
13,4,10,75,52,127
28,4,10,162,112,274
28,2,5,74,56,130
19,4,10,80,76,156
15,2,5,29,30,59
12,2,5,23,24,47
23,4,10,122,92,214
19,4,10,101,76,177
13,4,10,49,52,101
24,4,10,91,96,187
1,2,5,3,2,5
21,2,5,61,42,103
26,2,5,53,52,105
2,2,5,4,4,8
15,2,5,42,30,72
12,2,5,34,24,58
11,2,5,31,22,53
3,2,5,8,6,14
11,3,9,65,33,98
18,2,5,42,36,78
1,7,9,2,7,9
22,7,9,2,154,156
12,7,9,0,84,84
3,7,9,4,21,25
24,7,9,46,168,214
29,7,9,40,203,243
23,7,9,42,161,203
30,7,9,55,210,265
17,7,9,32,119,151
7,3,8,23,21,44
22,3,8,106,66,172
16,3,8,71,48,119
27,3,8,87,81,168
9,8,22,98,72,170
5,8,22,68,40,108
19,8,22,262,152,414
10,8,22,136,80,216
26,8,22,238,208,446
21,8,22,192,168,360
14,8,22,193,112,305
2,8,22,26,16,42
1,9,24,12,9,21
26,9,24,365,234,599
24,9,24,348,216,564
12,13,35,172,156,328
28,13,35,596,364,960
26,13,35,536,338,874
4,13,35,87,52,139
7,13,35,110,91,201
23,13,35,490,299,789
20,13,35,349,260,609
9,13,35,141,117,258
3,13,35,64,39,103
10,13,35,217,130,347
2,13,35,39,26,65
4,13,35,78,52,130
15,13,35,309,195,504
4,13,35,70,52,122
9,13,35,192,117,309
15,13,35,257,195,452
16,13,35,274,208,482
12,38,50,132,456,588
22,42,54,240,924,1164
26,38,50,286,988,1274
6,38,50,66,228,294
1,38,50,12,38,50
20,38,50,230,760,990
17,42,54,75,714,789
20,42,54,2,840,842
22,42,54,240,924,1164
1,1252,2295,538,1252,1790
1,420,769,341,420,761
1,1252,2295,722,1252,1974
1,1252,2295,607,1252,1859
1,1266,2320,776,1266,2042
1,1266,2320,636,1266,1902
1,1252,2295,1020,1252,2272
